ibmq_lima
0, 0.904
1, 0.887
2, 0.851
3, 0.824
4, 0.781
5, 0.771
6, 0.775
7, 0.742
8, 0.678
9, 0.726
10, 0.625
11, 0.676
12, 0.662
13, 0.627
14, 0.551
15, 0.573
16, 0.611
17, 0.512
18, 0.557
19, 0.505
20, 0.529
21, 0.517
22, 0.518
23, 0.494
24, 0.494
25, 0.472
26, 0.488
27, 0.452
28, 0.479
29, 0.422
