ibmq_lima
0, 0.845
1, 0.781
2, 0.801
3, 0.803
4, 0.758
5, 0.779
6, 0.763
7, 0.709
8, 0.717
9, 0.679
10, 0.706
11, 0.775
12, 0.763
13, 0.644
14, 0.578
15, 0.578
16, 0.603
17, 0.659
18, 0.714
19, 0.586
20, 0.729
21, 0.469
22, 0.429
23, 0.611
24, 0.392
25, 0.647
26, 0.661
27, 0.551
28, 0.533
29, 0.548
